Week,DistrictName,DistrictCode,DistrictOrganizationId,Status,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High
Week of 3/1/2021,Chewelah School District,33036,100043,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,332,18,25,121,242,114,13,33,40,81,255,19,73,91,182
Week of 3/1/2021,Chief Leschi Tribal Compact,27901,106180,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"Homeless,Students with Disabilities,Other - Write In (Required)",Students struggling academically or with engagement,325,0,62,263,263,139,0,0,15,20,172,0,0,15,38
Week of 3/1/2021,Chimacum School District,16049,100044,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,373,25,86,262,262,114,9,35,70,70,281,35,134,112,112
Week of 3/1/2021,Clarkston School District,2250,100045,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1224,14,145,1065,1057,382,3,59,320,319,868,89,119,660,652
Week of 3/1/2021,Cle Elum-Roslyn School District,19404,100046,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,33,33,321,321,238,20,20,218,218,244,20,20,224,224
Week of 3/1/2021,Clover Park School District,27400,100047,Complete,Partial In-Person for All Students,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 8","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,6133,0,1893,2070,2343,2658,0,0,251,364,2838,67,0,44,44
Week of 3/1/2021,Colfax School District,38300,100048,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,276,0,6,276,276,75,0,0,75,75,189,0,0,189,189
Week of 3/1/2021,Colton School District,38306,100050,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,80,0,2,78,78,32,0,0,32,32,41,0,1,40,40
Week of 3/1/2021,Columbia (Stevens) School District,33206,100051,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,50,0,5,45,0,15,0,0,15,0,44,0,3,41,0
Week of 3/1/2021,Columbia (Walla Walla) School District,36400,100052,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,315,0,20,295,295,174,0,16,158,158,211,0,22,189,189
Week of 3/1/2021,Colville School District,33115,100053,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,644,0,67,289,577,392,0,46,180,346,495,3,44,224,448
Week of 3/1/2021,Concrete School District,29011,100054,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,287,0,44,126,126,67,0,14,27,27,136,6,15,78,78
Week of 3/1/2021,Conway School District,29317,100055,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,279,0,46,120,235,164,0,13,75,151,0,0,0,0,0
Week of 3/1/2021,Cosmopolis School District,14099,100056,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,164,0,16,148,148,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,Coulee-Hartline School District,13151,100057,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,1,80,80,49,0,0,49,49,71,0,2,69,69
Week of 3/1/2021,Coupeville School District,15204,100058,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,446,0,109,337,337,200,0,0,20,30,300,0,0,20,30
Week of 3/1/2021,Crescent School District,5313,100059,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,4,77,77,80,25,6,49,50,66,0,10,55,55
Week of 3/1/2021,Creston School District,22073,100060,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,41,0,2,39,39,13,0,0,13,13,33,0,4,29,29
Week of 3/1/2021,Curlew School District,10050,100061,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,109,23,6,80,80,53,13,5,35,35,128,24,10,50,50
Week of 3/1/2021,Cusick School District,26059,100062,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,141,25,30,92,86,67,14,8,45,45,70,0,3,67,67
Week of 3/1/2021,Damman School District,19007,100063,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,Darrington School District,31330,100064,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5",Students with Disabilities,,185,0,14,173,174,85,0,1,12,12,116,0,1,12,17
Week of 3/1/2021,Davenport School District,22207,100065,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,233,0,7,226,226,126,0,4,122,122,166,0,4,161,161
Week of 3/1/2021,Dayton School District,7002,100066,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,178,0,12,166,166,100,0,12,88,88,107,6,9,98,98
Week of 3/1/2021,Deer Park School District,32414,100067,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1088,0,194,447,894,627,0,95,266,532,801,0,88,356,713
Week of 3/1/2021,Dieringer School District,27343,100068,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,880,0,153,364,727,471,0,72,198,399,0,0,0,0,0
Week of 3/1/2021,Dixie School District,36101,100069,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,28,0,2,26,0,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,East Valley School District (Spokane),32361,100070,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1930,167,363,700,1400,623,74,62,243,487,1119,263,75,391,781
Week of 3/1/2021,East Valley School District (Yakima),39090,100071,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1485,0,236,1249,1254,795,0,212,583,584,931,12,278,653,653
Week of 3/1/2021,Eastmont School District,9206,100072,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2078,213,0,1865,0,1449,109,236,1104,0,2266,202,254,1810,0
Week of 3/1/2021,Easton School District,19028,100073,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,45,0,3,42,42,19,0,3,16,16,22,0,3,19,19
Week of 3/1/2021,Eatonville School District,27404,100074,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,755,83,0,336,672,462,23,0,220,439,522,19,0,270,502
Week of 3/1/2021,Edmonds School District,31015,100075,Complete,Small Groups + Remote,100% Remote,100% Remote,,"English Language Learners,Low Income,Homeless,Section 504,Students with Disabilities",,10597,370,14,132,132,1538,129,1,12,12,6618,402,4,55,55
Week of 3/1/2021,Ellensburg School District,19401,100076,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600
Week of 3/1/2021,Elma School District,14068,100077,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,620,0,50,300,600,340,0,25,160,320,490,0,30,230,460
Week of 3/1/2021,Endicott School District,38308,100078,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,37,0,0,37,37,46,0,0,46,46,0,0,0,0,0
Week of 3/1/2021,Entiat School District,4127,100079,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,143,0,0,143,143,82,0,0,82,82,82,0,0,82,82
Week of 3/1/2021,Enumclaw School District,17216,100080,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1742,0,263,747,1490,984,0,162,423,823,1186,0,331,452,882
Week of 3/1/2021,Ephrata School District,13165,100081,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1303,0,171,1132,1132,447,0,96,351,348,832,3,181,615,615
Week of 3/1/2021,Everett School District,31002,100083,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","Students with Disabilities,Other - Write In (Required)",Targeted in-person academic support,9310,0,3435,1780,3383,4693,0,6,19,19,5120,0,20,50,50
Week of 3/1/2021,Evergreen School District (Clark),6114,100084,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,9766,0,2569,3726,7192,5652,0,2205,1732,3447,7876,0,3702,2096,4174
Week of 3/1/2021,Evergreen School District (Stevens),33205,100085,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,Federal Way School District,17210,100086,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,Students with Disabilities,,9162,18,4,8,9,5110,69,0,5,5,6093,162,2,15,15
Week of 3/1/2021,Ferndale School District,37502,100087,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1904,11,440,672,1452,1051,6,273,385,772,1374,32,401,459,941
Week of 3/1/2021,Fife School District,27417,100088,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1676,0,554,561,1122,876,0,288,294,588,1179,6,454,363,725
Week of 3/1/2021,Finley School District,3053,100089,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,370,0,18,150,320,226,0,8,110,215,284,0,10,200,250
Week of 3/1/2021,Franklin Pierce School District,27402,100090,Complete,Phase-In,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6","English Language Learners,Homeless,Students with Disabilities,Other - Write In (Required)",Tier 3 Academics and Attendance Students,3399,0,895,2482,2482,1849,0,200,544,544,2255,0,97,208,153
Week of 3/1/2021,Freeman School District,32358,100091,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,282,2,10,275,275,238,0,10,228,228,300,2,35,265,265
Week of 3/1/2021,Garfield School District,38302,100092,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,50,0,2,48,48,58,0,4,54,54,84,0,6,78,78
Week of 3/1/2021,Glenwood School District,20401,100093,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,24,0,0,24,24,22,0,0,22,22,19,0,0,19,19
Week of 3/1/2021,Goldendale School District,20404,100094,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,610,334,25,128,260,755,527,28,100,200,830,555,15,135,270
Week of 3/1/2021,Grand Coulee Dam School District,13301,100095,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,334,0,70,264,264,124,2,28,50,96,260,40,71,80,159
Week of 3/1/2021,Grandview School District,39200,100096,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1650,0,437,930,1213,891,0,518,230,242,1010,31,518,467,1868
Week of 3/1/2021,Granger School District,39204,100097,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,527,0,128,395,395,461,0,194,267,267,439,0,175,263,300
Week of 3/1/2021,Granite Falls School District,31332,100098,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,860,0,0,200,400,491,0,0,25,50,647,30,0,50,100
Week of 3/1/2021,Grapeview School District,23054,100099,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,29,49,95,68,0,26,23,42,0,0,0,0,0
Week of 3/1/2021,Great Northern School District,32312,100100,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,35,0,2,33,33,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,Griffin School District,34324,100102,Complete,Phase-In,Small Groups + Remote,Not Applicable,"Grade K,Grade 1,Grade 2","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,366,0,0,40,80,228,0,0,15,40,0,0,0,0,0
Week of 3/1/2021,Harrington School District,22204,100103,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,71,0,0,71,71,16,0,0,16,16,28,0,0,28,28
Week of 3/1/2021,Highland School District,39203,100104,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,561,0,35,486,506,185,0,16,169,169,364,0,50,314,314
Week of 3/1/2021,Highline School District,17401,100105,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,Students with Disabilities,,8704,0,25,66,66,4179,0,11,40,40,5390,19,21,46,46
Week of 3/1/2021,Hockinson School District,6098,100106,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",Students at risk,740,0,167,573,573,456,0,45,66,109,605,0,118,70,171
Week of 3/1/2021,Hood Canal School District,23404,100107,Complete,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,184,0,0,15,15,104,0,0,9,9,0,0,0,0,0
Week of 3/1/2021,Hoquiam School District,14028,100108,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"Students with Disabilities,Other - Write In (Required)",credit deficient,674,24,161,489,489,374,51,0,0,0,505,75,0,0,0
Week of 3/1/2021,Inchelium School District,10070,100109,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,100,0,2,49,49,53,0,1,27,25,61,0,3,31,27
Week of 3/1/2021,Index School District,31063,100110,Complete,Partial In-Person for All Students,Small Groups + Remote,Not Applicable,,Students with Disabilities,,20,0,2,18,18,3,0,0,0,1,0,0,0,0,0
Week of 3/1/2021,Innovation Charter School,0,0,Complete,Not Applicable,Partial In-Person for All Students,Not Applicable,,,,0,0,0,0,0,54,0,2,52,52,0,0,0,0,0
Week of 3/1/2021,Issaquah School District,17411,100111,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,8585,0,2939,2590,2590,4943,0,10,19,19,6335,0,26,38,38
Week of 3/1/2021,Kalama School District,8402,100113,Complete,Partial In-Person for All Students,Phase-In,Phase-In,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,471,0,36,270,435,242,0,35,103,207,271,15,0,15,25
Week of 3/1/2021,Keller School District,10003,100114,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,39,1,1,38,38,0,0,0,0,0,0,0,0,0,0
Week of 3/1/2021,Kelso School District,8458,100115,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2050,295,11,1325,2050,1135,177,5,630,1135,1496,165,102,800,1496
Week of 3/1/2021,Kennewick School District,3017,100116,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,8594,289,812,3746,7493,4339,132,461,1873,3746,6066,141,533,2696,5392
Week of 3/1/2021,Kent School District,17415,100117,Complete,100% Remote,100% Remote,100% Remote,,,,13852,0,0,0,0,4038,0,0,0,0,7668,288,0,0,0
Week of 3/1/2021,Kettle Falls School District,33212,100118,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,262,0,35,227,227,229,0,37,192,192,548,305,35,104,208
Week of 3/1/2021,Kiona-Benton City School District,3052,100119,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,625,0,97,528,528,334,0,11,323,323,382,0,23,359,359
Week of 3/1/2021,Kittitas School District,19403,100120,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,255,0,10,125,245,125,0,12,70,120,200,0,10,125,170
Week of 3/1/2021,Klickitat School District,20402,100121,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,35,0,0,35,35,21,0,0,21,21,18,0,0,18,18
